Conductivity (MSm-1),Density (g cm-3),Specific Conductivity (kS m2/kg),Raman wavelength,Tensile Strength (MPa),Specific Strength (N/Tex),Young's Modulus (GPa),CNT Diameter (nm),Plottable CNT Diameter (nm),Host Conductivity (MSm-1),Bulk Fiber Diameter (microns),Thermal Conductivity (W/(m K)),Log Conductivity,Log Density,Log Specific Conductivity,Log Tensile Strength,Log Specific Strength,Log Youngs Modulus,Log CNT Diameter,Log Fiber Diameter,Log Thermal Conductivity,Log Host Conductivity ,Log Thermal Conductivity ,Probe separation for Electrical conductivity (microns),Bulk fibre diameter (nm),Log (Bulk fibre diameter (nm)),Effective diameter for ampacity (nm),Log (Effective diameter for ampacity (nm)),Notes on diameter,Diameter Regime
0.30395136778115506,1.15,0.26388,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,1.16-- 1.83,1.495,0.023,Not Reported/ Can not calculate,Not Reported/ Can not calculate,-0.5171958979499742,0.06069784035361165,-0.5785935245915848,,,,0.17464119266044847,,,-1.6382721639824072,,,,,1.495,0.17464119266044847,,sub-micron
Not Reported/ Can not calculate,0.53,Not Reported/ Can not calculate,Not Reported/ Can not calculate,277,0.5226415094339623,Not Reported/ Can not calculate,2--4,3,,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,-0.27572413039921095,,2.4424797690644486,-0.2817961005363405,,0.47712125471966244,,,,,,,,3,0.47712125471966244,,sub-micron
Not Reported/ Can not calculate,0.53,Not Reported/ Can not calculate,Not Reported/ Can not calculate,566,1.0679245283018868,Not Reported/ Can not calculate,2--4,3,,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,-0.27572413039921095,,2.7528164311882715,0.028540561587482378,,0.47712125471966244,,,,,,,,3,0.47712125471966244,,sub-micron
Not Reported/ Can not calculate,0.53,Not Reported/ Can not calculate,Not Reported/ Can not calculate,2800,5.283018867924528,Not Reported/ Can not calculate,2--4,3,,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,-0.27572413039921095,,3.4471580313422194,0.7228821617414302,,0.47712125471966244,,,,,,,,3,0.47712125471966244,,sub-micron
Not Reported/ Can not calculate,1.85,Not Reported/ Can not calculate,Not Reported/ Can not calculate,9600,5.1891891891891895,130,2--4,3,,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,0.26717172840301384,,3.9822712330395684,0.7150995046365546,2.113943352306837,0.47712125471966244,,,,,,,,3,0.47712125471966244,,sub-micron
0.65,0.44,2,633,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,,Not Reported/ Can not calculate,Not Reported/ Can not calculate,-0.18708664335714442,-0.3565473235138126,0.3010299956639812,,,,,,,,,,,,Not Reported/ Can not calculate,,,Not reported/Can not calculate
0.48872180451127817,0.3361687418302277,1.4537990708193,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,,Not Reported/ Can not calculate,Not Reported/ Can not calculate,-0.31093828432423026,-0.4734426712706245,0.16250438694639427,,,,,,,,,,,,Not Reported/ Can not calculate,,,Not reported/Can not calculate
0.325,0.35340742027745864,0.919618495120572,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,,Not Reported/ Can not calculate,Not Reported/ Can not calculate,-0.4881166390211256,-0.45172433612036134,-0.036392302900764215,,,,,,,,,,,,Not Reported/ Can not calculate,,,Not reported/Can not calculate
0.07,1.81,0.03867403314917127,Not Reported/ Can not calculate,5940,3.2817679558011053,294,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,Not Reported/ Can not calculate,Not Reported/ Can not calculate,-1.154901959985743,0.2576785748691845,-1.4125805348549276,3.7737864449811935,0.5161078701120091,2.4683473304121573,,,,,,,Not Reported/ Can not calculate,,Not Reported/ Can not calculate,,,Not reported/Can not calculate
0.024155405405405398,Not Reported/ Can not calculate,Not Reported/ Can not calculate,532,87.5471698113207,Not Reported/ Can not calculate,5.06885245901639,3,3,,Not Reported/ Can not calculate,Not Reported/ Can not calculate,-1.6169856692578581,,,1.9422421109540915,,0.70490965023552,0.47712125471966244,,,,,,,,3,0.47712125471966244,,sub-micron
0.025962837837837798,Not Reported/ Can not calculate,Not Reported/ Can not calculate,532,79.8490566037735,Not Reported/ Can not calculate,4.62295081967213,3,3,,Not Reported/ Can not calculate,Not Reported/ Can not calculate,-1.5856478392231752,,,1.9022697894263398,,0.6649192733085939,0.47712125471966244,,,,,,,,3,0.47712125471966244,,sub-micron
0.0362981802825552,Not Reported/ Can not calculate,Not Reported/ Can not calculate,532,91.6226415094339,Not Reported/ Can not calculate,5.75081967213114,3,3,,Not Reported/ Can not calculate,Not Reported/ Can not calculate,-1.4401151466733708,,,1.9620028084664118,,0.7597297496832353,0.47712125471966244,,,,,,,,3,0.47712125471966244,,sub-micron
0.025954391891891797,Not Reported/ Can not calculate,Not Reported/ Can not calculate,532,74.4150943396226,Not Reported/ Can not calculate,6.22295081967213,3,3,,Not Reported/ Can not calculate,Not Reported/ Can not calculate,-1.5857891421305244,,,1.8716610366683843,,0.793996368744488,0.47712125471966244,,,,,,,,3,0.47712125471966244,,sub-micron
0.0230405405405405,Not Reported/ Can not calculate,Not Reported/ Can not calculate,532,82.1132075471698,Not Reported/ Can not calculate,5.6983606557377,3,3,,Not Reported/ Can not calculate,Not Reported/ Can not calculate,-1.6375073364024604,,,1.9144130170893343,,0.7557499327658614,0.47712125471966244,,,,,,,,3,0.47712125471966244,,sub-micron
0.0195945945945946,Not Reported/ Can not calculate,Not Reported/ Can not calculate,532,77.5849056603773,Not Reported/ Can not calculate,4.30819672131147,3,3,,Not Reported/ Can not calculate,Not Reported/ Can not calculate,-1.7078637174960012,,,1.88977723638643,,0.6342955258769756,0.47712125471966244,,,,,,,,3,0.47712125471966244,,sub-micron
0.0149990402334152,Not Reported/ Can not calculate,Not Reported/ Can not calculate,532,48.2012578616351,Not Reported/ Can not calculate,2.07868852459016,3,3,,Not Reported/ Can not calculate,Not Reported/ Can not calculate,-1.8239365299221388,,,1.6830583717500354,,0.317789418534946,0.47712125471966244,,,,,,,,3,0.47712125471966244,,sub-micron
0.0384298218673218,Not Reported/ Can not calculate,Not Reported/ Can not calculate,532,145.999999999999,Not Reported/ Can not calculate,10,3,3,,Not Reported/ Can not calculate,Not Reported/ Can not calculate,-1.415331628604048,,,2.164352855784434,,1.0,0.47712125471966244,,,,,,,,3,0.47712125471966244,,sub-micron
0.0396410472972973,Not Reported/ Can not calculate,Not Reported/ Can not calculate,532,150.40251572327,Not Reported/ Can not calculate,10,3,3,,Not Reported/ Can not calculate,Not Reported/ Can not calculate,-1.4018548801850264,,,2.177255100588048,,1.0,0.47712125471966244,,,,,,,,3,0.47712125471966244,,sub-micron
0.0116469594594594,Not Reported/ Can not calculate,Not Reported/ Can not calculate,532,25.0566037735848,Not Reported/ Can not calculate,1.00327868852459,3,3,,Not Reported/ Can not calculate,Not Reported/ Can not calculate,-1.9337874362110534,,,1.3989222054312078,,0.001421587134794046,0.47712125471966244,,,,,,,,3,0.47712125471966244,,sub-micron
0.038664580773955695,Not Reported/ Can not calculate,Not Reported/ Can not calculate,532,216.150943396226,Not Reported/ Can not calculate,12.7803278688524,3,3,,Not Reported/ Can not calculate,Not Reported/ Can not calculate,-1.4126866943581617,,,2.3347571353629903,,1.1065419954348148,0.47712125471966244,,,,,,,,3,0.47712125471966244,,sub-micron
0.027791754018169,Not Reported/ Can not calculate,Not Reported/ Can not calculate,532,63.1973329099856,Not Reported/ Can not calculate,6.14232209737829,1,1,,Not Reported/ Can not calculate,Not Reported/ Can not calculate,-1.5560840427737979,,,1.8006987503248324,,0.7883325866831236,0.0,,,,,,,,1,0.0,,sub-micron
0.0216771488469599,Not Reported/ Can not calculate,Not Reported/ Can not calculate,532,31.8876012065406,Not Reported/ Can not calculate,3.05243445692885,1,1,,Not Reported/ Can not calculate,Not Reported/ Can not calculate,-1.6639978402821956,,,1.503621850006631,,0.48464634737540296,0.0,,,,,,,,1,0.0,,sub-micron
0.024297693920335397,Not Reported/ Can not calculate,Not Reported/ Can not calculate,532,82.2257501190665,Not Reported/ Can not calculate,9.13857677902623,1,1,,Not Reported/ Can not calculate,Not Reported/ Can not calculate,-1.6144349430765186,,,1.915007844101611,,0.9608785649741548,0.0,,,,,,,,1,0.0,,sub-micron
0.0354716981132074,Not Reported/ Can not calculate,Not Reported/ Can not calculate,532,12.6582278481012,Not Reported/ Can not calculate,2.02247191011237,1.7,1.7,,Not Reported/ Can not calculate,Not Reported/ Can not calculate,-1.4501180203371111,,,1.1023729087095564,,0.3058824984583955,0.2304489213782739,,,,,,,,1.7,0.2304489213782739,,sub-micron
0.10037735849056499,Not Reported/ Can not calculate,Not Reported/ Can not calculate,532,58.2278481012657,Not Reported/ Can not calculate,8.29588014981274,1.7,1.7,,Not Reported/ Can not calculate,Not Reported/ Can not calculate,-0.9983642373057454,,,1.7651307403911318,,0.9188624691945134,0.2304489213782739,,,,,,,,1.7,0.2304489213782739,,sub-micron
0.311698113207547,Not Reported/ Can not calculate,Not Reported/ Can not calculate,532,179.746835443037,Not Reported/ Can not calculate,23.5580524344569,1.7,1.7,,Not Reported/ Can not calculate,Not Reported/ Can not calculate,-0.5062658266164259,,,2.2546612530926127,,1.3721393840806932,0.2304489213782739,,,,,,,,1.7,0.2304489213782739,,sub-micron
0.209056603773584,Not Reported/ Can not calculate,Not Reported/ Can not calculate,532,193.037974683544,Not Reported/ Can not calculate,23.9325842696629,1.7,1.7,,Not Reported/ Can not calculate,Not Reported/ Can not calculate,-0.67973610920838,,,2.2856427523923624,,1.3789895967938246,0.2304489213782739,,,,,,,,1.7,0.2304489213782739,,sub-micron
0.272452830188679,Not Reported/ Can not calculate,Not Reported/ Can not calculate,532,125.632911392404,Not Reported/ Can not calculate,16.816479400749,1.7,1.7,,Not Reported/ Can not calculate,Not Reported/ Can not calculate,-0.5647086763671691,,,2.0991034241447077,,1.2257350796387463,0.2304489213782739,,,,,,,,1.7,0.2304489213782739,,sub-micron
0.34188679245283,Not Reported/ Can not calculate,Not Reported/ Can not calculate,532,109.493670886075,Not Reported/ Can not calculate,10.3558052434457,1.7,1.7,,Not Reported/ Can not calculate,Not Reported/ Can not calculate,-0.466117676259995,,,2.039389016174369,,1.015183874276142,0.2304489213782739,,,,,,,,1.7,0.2304489213782739,,sub-micron
0.45660377358490495,Not Reported/ Can not calculate,Not Reported/ Can not calculate,532,149.663641429822,Not Reported/ Can not calculate,13.1647940074906,1.3,1.3,,Not Reported/ Can not calculate,Not Reported/ Can not calculate,-0.34046050362035846,,,2.175116307729451,,1.1194140679912663,0.11394335230683679,,,,,,,,1.3,0.11394335230683679,,sub-micron
0.45358490566037696,Not Reported/ Can not calculate,Not Reported/ Can not calculate,532,155.503144654088,Not Reported/ Can not calculate,14.7565543071161,1.3,1.3,,Not Reported/ Can not calculate,Not Reported/ Can not calculate,-0.3433414062700875,,,2.1917391759487654,,1.1689849604609988,0.11394335230683679,,,,,,,,1.3,0.11394335230683679,,sub-micron
0.329811320754716,Not Reported/ Can not calculate,Not Reported/ Can not calculate,532,196.686171483162,Not Reported/ Can not calculate,19.5318352059925,1.3,1.3,,Not Reported/ Can not calculate,Not Reported/ Can not calculate,-0.4817344413024061,,,2.29377382682492,,1.2907430513979743,0.11394335230683679,,,,,,,,1.3,0.11394335230683679,,sub-micron
0.497358490566037,Not Reported/ Can not calculate,Not Reported/ Can not calculate,532,241.981132075471,Not Reported/ Can not calculate,33.2958801498127,2,2,,Not Reported/ Can not calculate,Not Reported/ Can not calculate,-0.30333046367881744,,,2.3837815041830637,,1.522390499605638,0.3010299956639812,,,,,,,,2,0.3010299956639812,,sub-micron
0.37509433962264105,Not Reported/ Can not calculate,Not Reported/ Can not calculate,532,178.425284611097,Not Reported/ Can not calculate,19.3445692883895,2,2,,Not Reported/ Can not calculate,Not Reported/ Can not calculate,-0.4258594895394951,,,2.2514563981846356,,1.2865590644910638,0.3010299956639812,,,,,,,,2,0.3010299956639812,,sub-micron
0.378113207547169,Not Reported/ Can not calculate,Not Reported/ Can not calculate,532,268.961468035984,Not Reported/ Can not calculate,22.9962546816479,2,2,,Not Reported/ Can not calculate,Not Reported/ Can not calculate,-0.4223781524055819,,,2.429690066552665,,1.3616571097765917,0.3010299956639812,,,,,,,,2,0.3010299956639812,,sub-micron
0.637735849056603,Not Reported/ Can not calculate,Not Reported/ Can not calculate,532,313.052304752806,Not Reported/ Can not calculate,40.3183520599251,1.4,1.4,,Not Reported/ Can not calculate,Not Reported/ Can not calculate,-0.19535916932313485,,,2.49561690549453,,1.6055027727949307,0.146128035678238,,,,,,,,1.4,0.146128035678238,,sub-micron
0.631698113207547,Not Reported/ Can not calculate,Not Reported/ Can not calculate,532,282.843722633548,Not Reported/ Can not calculate,36.4794007490636,1.4,1.4,,Not Reported/ Can not calculate,Not Reported/ Can not calculate,-0.1994904202795668,,,2.451546544554726,,1.5620476955140394,0.146128035678238,,,,,,,,1.4,0.146128035678238,,sub-micron
0.6120754716981129,Not Reported/ Can not calculate,Not Reported/ Can not calculate,532,368.316614919194,Not Reported/ Can not calculate,34.9812734082397,1.4,1.4,,Not Reported/ Can not calculate,Not Reported/ Can not calculate,-0.21319502406167082,,,2.5662213105056533,,1.5438356148655181,0.146128035678238,,,,,,,,1.4,0.146128035678238,,sub-micron
0.021881838074398245,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,2.18,2.18,,Not Reported/ Can not calculate,Not Reported/ Can not calculate,-1.6599162000698504,,,,,,0.33845649360460484,,,,,,,,2.18,0.33845649360460484,,sub-micron
0.022222222222222223,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,1.91,1.91,,Not Reported/ Can not calculate,Not Reported/ Can not calculate,-1.6532125137753437,,,,,,0.28103336724772754,,,,,,,,1.91,0.28103336724772754,,sub-micron
0.02150537634408602,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,1.68,1.68,,Not Reported/ Can not calculate,Not Reported/ Can not calculate,-1.667452952889954,,,,,,0.22530928172586284,,,,,,,,1.68,0.22530928172586284,,sub-micron
0.0059417706476530005,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,1.44,1.44,,Not Reported/ Can not calculate,Not Reported/ Can not calculate,-2.226084115975824,,,,,,0.15836249209524964,,,,,,,,1.44,0.15836249209524964,,sub-micron
0.25,Not Reported/ Can not calculate,Not Reported/ Can not calculate,514,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,1.4,1.4,,Not Reported/ Can not calculate,Not Reported/ Can not calculate,-0.6020599913279624,,,,,,0.146128035678238,,,,,,,,1.4,0.146128035678238,,sub-micron
0.2,Not Reported/ Can not calculate,,,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,15,15,Not Reported/ Can not calculate,20.9,Not Reported/ Can not calculate,-0.6989700043360187,,,,,,1.1760912590556813,1.320146286111054,,,,Not Reported/ Can not calculate,20900,4.320146286111054,20900,4.320146286111054,,large
0.85,Not Reported/ Can not calculate,,,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,15,15,Not Reported/ Can not calculate,7.6,Not Reported/ Can not calculate,-0.07058107428570728,,,,,,1.1760912590556813,0.8808135922807914,,,,Not Reported/ Can not calculate,7600,3.8808135922807914,7600,3.8808135922807914,,large
1.8,Not Reported/ Can not calculate,,,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,15,15,Not Reported/ Can not calculate,6.7,Not Reported/ Can not calculate,0.25527250510330607,,,,,,1.1760912590556813,0.8260748027008264,,,,Not Reported/ Can not calculate,6700,3.8260748027008264,6700,3.8260748027008264,,large
1.152073732718894,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,1.9,1.9,,21.2,Not Reported/ Can not calculate,0.06148027482350806,,,,,,0.2787536009528289,1.3263358609287514,,,,,,,1.9,0.2787536009528289,,sub-micron
5.58659217877095,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,1.9,1.9,1.152073732718894,21.2,Not Reported/ Can not calculate,0.7471469690201068,,,,,,0.2787536009528289,1.3263358609287514,,0.06148027482350806,,,,,1.9,0.2787536009528289,,sub-micron
0.0243,Not Reported/ Can not calculate,Not Reported/ Can not calculate,532,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,5,5,,10.7,21.2,-1.6143937264016879,,,,,,0.6989700043360189,1.0293837776852097,1.3263358609287514,,1.3263358609287514,,,,5,0.6989700043360189,,sub-micron
